,Shark_sp,Deadly_act
5523,undef. shark,undef. act
5524,undef. shark,undef. act
5525,undef. shark,swimming
5526,undef. shark,swimming
5527,undef. shark,fishing
5528,undef. shark,undef. act
5529,undef. shark,undef. act
5530,undef. shark,sailing
5531,undef. shark,undef. act
5532,undef. shark,swimming
5533,undef. shark,undef. act
5534,undef. shark,swimming
5535,undef. shark,swimming
5536,undef. shark,fishing
5537,undef. shark,diving
5538,undef. shark,diving
5539,undef. shark,swimming
5540,undef. shark,fishing
5541,undef. shark,undef. act
5542,undef. shark,undef. act
5543,undef. shark,undef. act
5544,undef. shark,undef. act
5545,undef. shark,swimming
5546,undef. shark,swimming
5547,undef. shark,undef. act
5548,undef. shark,undef. act
5549,undef. shark,diving
5550,undef. shark,fishing
5551,undef. shark,diving
5552,undef. shark,swimming
5553,undef. shark,undef. act
5554,undef. shark,undef. act
5555,undef. shark,swimming
5556,undef. shark,swimming
5557,undef. shark,swimming
5558,undef. shark,sailing
5559,undef. shark,swimming
5560,undef. shark,swimming
5561,undef. shark,undef. act
5562,undef. shark,undef. act
5563,white shark,fishing
5564,bull shark,swimming
5565,undef. shark,undef. act
5566,undef. shark,swimming
5567,undef. shark,sailing
5568,undef. shark,undef. act
5569,undef. shark,swimming
5570,undef. shark,undef. act
5571,undef. shark,swimming
5572,undef. shark,swimming
5573,undef. shark,fishing
5574,undef. shark,swimming
5575,undef. shark,diving
5576,undef. shark,undef. act
5577,undef. shark,undef. act
5578,undef. shark,undef. act
5579,undef. shark,swimming
5580,undef. shark,swimming
5581,undef. shark,fishing
5582,undef. shark,undef. act
5583,undef. shark,swimming
5584,undef. shark,sailing
5585,undef. shark,undef. act
5586,tiger shark,sailing
5587,undef. shark,swimming
5588,undef. shark,swimming
5589,undef. shark,undef. act
5590,undef. shark,fishing
5591,undef. shark,undef. act
5592,undef. shark,undef. act
5593,undef. shark,swimming
5594,undef. shark,swimming
5595,undef. shark,undef. act
5596,undef. shark,undef. act
5597,undef. shark,undef. act
5598,undef. shark,swimming
5599,undef. shark,undef. act
5600,undef. shark,swimming
5601,undef. shark,undef. act
5602,undef. shark,fishing
5603,undef. shark,undef. act
5604,undef. shark,undef. act
5605,undef. shark,swimming
5606,undef. shark,surfing
5607,undef. shark,undef. act
5608,undef. shark,fishing
5609,undef. shark,swimming
5610,undef. shark,swimming
5611,undef. shark,sailing
5612,undef. shark,undef. act
5613,undef. shark,diving
5614,undef. shark,swimming
5615,undef. shark,swimming
5616,undef. shark,swimming
5617,undef. shark,diving
5618,undef. shark,undef. act
5619,undef. shark,diving
5620,undef. shark,undef. act
5621,undef. shark,fishing
5622,undef. shark,undef. act
5623,undef. shark,swimming
5624,undef. shark,swimming
5625,undef. shark,swimming
5626,undef. shark,surfing
5627,undef. shark,fishing
5628,undef. shark,fishing
5629,undef. shark,fishing
5630,undef. shark,swimming
5631,undef. shark,undef. act
5632,undef. shark,undef. act
5633,white shark,fishing
5634,undef. shark,swimming
5635,undef. shark,undef. act
5636,undef. shark,fishing
5637,undef. shark,swimming
5638,hammerhead shark,swimming
5639,undef. shark,swimming
5640,undef. shark,swimming
5641,undef. shark,undef. act
5642,undef. shark,fishing
5643,undef. shark,surfing
5644,undef. shark,undef. act
5645,undef. shark,undef. act
5646,undef. shark,undef. act
5647,undef. shark,undef. act
5648,undef. shark,fishing
5649,undef. shark,fishing
5650,undef. shark,swimming
5651,undef. shark,swimming
5652,undef. shark,undef. act
5653,undef. shark,undef. act
5654,undef. shark,fishing
5655,undef. shark,swimming
5656,undef. shark,swimming
5657,undef. shark,swimming
5658,undef. shark,fishing
5659,undef. shark,swimming
5660,undef. shark,swimming
5661,undef. shark,swimming
5662,undef. shark,surfing
5663,tiger shark,fishing
5664,undef. shark,undef. act
5665,white shark,undef. act
5666,undef. shark,sailing
5667,undef. shark,undef. act
5668,undef. shark,fishing
5669,undef. shark,swimming
5670,undef. shark,swimming
5671,undef. shark,swimming
5672,undef. shark,undef. act
5673,undef. shark,undef. act
5674,undef. shark,undef. act
5675,undef. shark,undef. act
5676,undef. shark,swimming
5677,undef. shark,swimming
5678,undef. shark,fishing
5679,undef. shark,sailing
5680,undef. shark,undef. act
5681,undef. shark,undef. act
5682,undef. shark,swimming
5683,undef. shark,swimming
5684,undef. shark,undef. act
5685,undef. shark,undef. act
5686,undef. shark,sailing
5687,undef. shark,swimming
5688,undef. shark,swimming
5689,undef. shark,swimming
5690,undef. shark,undef. act
5691,undef. shark,sailing
5692,undef. shark,swimming
5693,undef. shark,swimming
5694,undef. shark,swimming
5695,undef. shark,swimming
5696,undef. shark,undef. act
5697,undef. shark,undef. act
5698,undef. shark,swimming
5699,undef. shark,undef. act
5700,undef. shark,swimming
5701,undef. shark,undef. act
5702,undef. shark,swimming
5703,undef. shark,undef. act
5704,undef. shark,swimming
5705,undef. shark,undef. act
5706,undef. shark,undef. act
5707,undef. shark,swimming
5708,undef. shark,undef. act
5709,undef. shark,swimming
5710,undef. shark,swimming
5711,undef. shark,swimming
5712,undef. shark,swimming
5713,undef. shark,swimming
5714,undef. shark,swimming
5715,undef. shark,swimming
5716,undef. shark,undef. act
5717,undef. shark,undef. act
5718,undef. shark,undef. act
5719,undef. shark,swimming
5720,undef. shark,swimming
5721,undef. shark,swimming
5722,undef. shark,undef. act
5723,undef. shark,undef. act
5724,undef. shark,swimming
5725,undef. shark,swimming
5726,undef. shark,swimming
5727,undef. shark,swimming
5728,undef. shark,undef. act
5729,undef. shark,swimming
5730,undef. shark,undef. act
5731,undef. shark,undef. act
5732,undef. shark,swimming
5733,undef. shark,swimming
5734,undef. shark,swimming
5735,undef. shark,swimming
5736,white shark,diving
5737,tiger shark,swimming
5738,undef. shark,undef. act
5739,white shark,diving
5740,undef. shark,undef. act
5741,undef. shark,undef. act
5742,undef. shark,swimming
5743,undef. shark,fishing
5744,undef. shark,undef. act
5745,undef. shark,undef. act
5746,undef. shark,swimming
5747,undef. shark,undef. act
5748,undef. shark,swimming
5749,white shark,undef. act
5750,undef. shark,swimming
5751,undef. shark,swimming
5752,undef. shark,swimming
5753,undef. shark,swimming
5754,undef. shark,diving
5755,undef. shark,swimming
5756,undef. shark,undef. act
5757,undef. shark,swimming
5758,undef. shark,swimming
5759,undef. shark,swimming
5760,undef. shark,swimming
5761,undef. shark,undef. act
5762,undef. shark,swimming
5763,undef. shark,sailing
5764,undef. shark,swimming
5765,undef. shark,swimming
5766,undef. shark,undef. act
5767,undef. shark,undef. act
5768,undef. shark,swimming
5769,undef. shark,sailing
5770,undef. shark,undef. act
5771,undef. shark,fishing
5772,undef. shark,undef. act
5773,undef. shark,fishing
5774,undef. shark,undef. act
5775,undef. shark,undef. act
5776,undef. shark,swimming
5777,undef. shark,undef. act
5778,undef. shark,undef. act
5779,undef. shark,undef. act
5780,undef. shark,undef. act
5781,undef. shark,undef. act
5782,undef. shark,swimming
5783,undef. shark,swimming
5784,undef. shark,undef. act
5785,undef. shark,sailing
5786,undef. shark,sailing
5787,undef. shark,undef. act
5788,undef. shark,surfing
5789,undef. shark,swimming
5790,undef. shark,undef. act
5791,undef. shark,swimming
5792,undef. shark,undef. act
5793,undef. shark,undef. act
5794,undef. shark,undef. act
5795,undef. shark,undef. act
5796,undef. shark,swimming
5797,undef. shark,undef. act
5798,hammerhead shark,swimming
5799,undef. shark,fishing
5800,undef. shark,swimming
5801,undef. shark,undef. act
5802,undef. shark,fishing
5803,undef. shark,undef. act
5804,undef. shark,swimming
5805,undef. shark,undef. act
5806,undef. shark,undef. act
5807,undef. shark,undef. act
5808,undef. shark,surfing
5809,undef. shark,swimming
5810,undef. shark,swimming
5811,undef. shark,undef. act
5812,undef. shark,undef. act
5813,undef. shark,undef. act
5814,undef. shark,swimming
5815,undef. shark,undef. act
5816,undef. shark,swimming
5817,undef. shark,undef. act
5818,undef. shark,undef. act
5819,undef. shark,undef. act
5820,undef. shark,undef. act
5821,undef. shark,swimming
5822,undef. shark,swimming
5823,undef. shark,swimming
5824,undef. shark,undef. act
5825,undef. shark,swimming
5826,mako shark,swimming
5827,undef. shark,undef. act
5828,undef. shark,undef. act
5829,undef. shark,undef. act
5830,undef. shark,undef. act
5831,undef. shark,undef. act
5832,undef. shark,undef. act
5833,undef. shark,undef. act
5834,undef. shark,fishing
5835,undef. shark,swimming
5836,tiger shark,undef. act
5837,undef. shark,surfing
5838,undef. shark,undef. act
5839,white shark,undef. act
5840,undef. shark,fishing
5841,undef. shark,swimming
5842,undef. shark,swimming
5843,undef. shark,undef. act
5844,undef. shark,swimming
5845,undef. shark,undef. act
5846,undef. shark,diving
5847,undef. shark,swimming
5848,undef. shark,swimming
5849,undef. shark,undef. act
5850,white shark,swimming
5851,undef. shark,swimming
5852,undef. shark,undef. act
5853,white shark,swimming
5854,undef. shark,swimming
5855,undef. shark,undef. act
5856,undef. shark,undef. act
5857,undef. shark,swimming
5858,undef. shark,undef. act
5859,undef. shark,swimming
5860,undef. shark,undef. act
5861,undef. shark,undef. act
5862,undef. shark,swimming
5863,white shark,undef. act
5864,undef. shark,diving
5865,undef. shark,undef. act
5866,undef. shark,diving
5867,undef. shark,undef. act
5868,undef. shark,undef. act
5869,undef. shark,undef. act
5870,undef. shark,undef. act
5871,undef. shark,undef. act
5872,undef. shark,diving
5873,undef. shark,diving
5874,undef. shark,swimming
5875,undef. shark,swimming
5876,undef. shark,swimming
5877,undef. shark,swimming
5878,undef. shark,swimming
5879,undef. shark,undef. act
5880,undef. shark,undef. act
5881,undef. shark,diving
5882,undef. shark,undef. act
5883,undef. shark,swimming
5884,undef. shark,fishing
5885,undef. shark,undef. act
5886,undef. shark,fishing
5887,undef. shark,diving
5888,undef. shark,diving
5889,undef. shark,undef. act
5890,blacktip shark,undef. act
5891,undef. shark,surfing
5892,undef. shark,undef. act
5893,undef. shark,diving
5894,undef. shark,fishing
5895,undef. shark,undef. act
5896,undef. shark,fishing
5897,undef. shark,swimming
5898,undef. shark,fishing
5899,hammerhead shark,fishing
5900,undef. shark,fishing
5901,undef. shark,diving
5902,undef. shark,fishing
5903,undef. shark,swimming
5904,tiger shark,diving
5905,tiger shark,diving
5906,undef. shark,fishing
5907,undef. shark,undef. act
5908,undef. shark,undef. act
5909,undef. shark,diving
5910,undef. shark,diving
5911,undef. shark,fishing
5912,undef. shark,diving
5913,undef. shark,undef. act
5914,hammerhead shark,swimming
5915,bull shark,undef. act
5916,nurse shark,diving
5917,tiger shark,diving
5918,undef. shark,diving
5919,undef. shark,undef. act
5920,undef. shark,diving
5921,undef. shark,swimming
5922,undef. shark,diving
5923,undef. shark,surfing
5924,undef. shark,undef. act
5925,undef. shark,diving
5926,undef. shark,diving
5927,undef. shark,swimming
5928,undef. shark,fishing
5929,undef. shark,diving
5930,tiger shark,swimming
5931,undef. shark,fishing
5932,bull shark,swimming
5933,bull shark,swimming
5934,white shark,undef. act
5935,white shark,undef. act
5936,undef. shark,fishing
5937,undef. shark,swimming
5938,undef. shark,swimming
5939,undef. shark,sailing
5940,nurse shark,undef. act
5941,undef. shark,swimming
5942,undef. shark,undef. act
5943,bull shark,undef. act
5944,undef. shark,fishing
5945,undef. shark,swimming
5946,undef. shark,diving
5947,undef. shark,fishing
5948,undef. shark,undef. act
5949,undef. shark,undef. act
5950,undef. shark,sailing
5951,undef. shark,diving
5952,undef. shark,fishing
5953,undef. shark,undef. act
5954,undef. shark,sailing
5955,bull shark,swimming
5956,undef. shark,diving
5957,undef. shark,diving
5958,undef. shark,diving
5959,undef. shark,undef. act
5960,undef. shark,undef. act
5961,undef. shark,undef. act
5962,undef. shark,swimming
5963,undef. shark,swimming
5964,white shark,fishing
5965,undef. shark,diving
5966,tiger shark,sailing
5967,undef. shark,undef. act
5968,undef. shark,swimming
5969,undef. shark,swimming
5970,undef. shark,diving
5971,undef. shark,swimming
5972,undef. shark,undef. act
5973,undef. shark,fishing
5974,undef. shark,swimming
5975,undef. shark,swimming
5976,undef. shark,swimming
5977,undef. shark,sailing
5978,undef. shark,swimming
5979,undef. shark,fishing
5980,undef. shark,swimming
5981,undef. shark,swimming
5982,undef. shark,undef. act
5983,undef. shark,fishing
5984,undef. shark,fishing
5985,undef. shark,fishing
5986,nurse shark,swimming
5987,undef. shark,diving
5988,undef. shark,diving
5989,undef. shark,swimming
5990,undef. shark,undef. act
5991,undef. shark,swimming
